Rank,Title,Previous Rank, Revenues ($M) ,Revenue Change, Profits ($M) ,Profit Change, Assets ($M) , Mkt Value as of 3/29/18 ($M) ,Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State, Latitude , Longitude 
311,American Family Insurance Group,315," $9,545.00 ",8%, $155.60 ,-52%," $24,233.00 ",,11307,Jack C. Salzwedel,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),22,Madison,WI, 43.07305 , (89.40123)
312,Steel Dynamics,347," $9,539.00 ",23%, $812.70 ,113%," $6,856.00 "," $10,444.00 ",7635,Mark D. Millett,"President, Chief Executive Officer &  Director",Materials,Metals,9,Fort Wayne,IN, 41.07927 , (85.13935)
313,Pacific Life,302," $9,510.00 ",4%," $1,365.00 ",66%," $157,877.00 ",,3578,James T. Morris,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",22,Newport Beach,CA, 33.61888 , (117.92985)
314,Chesapeake Energy,343," $9,496.00 ",21%, $949.00 ,," $12,425.00 "," $2,746.00 ",3200,Robert D. Lawler,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",13,Oklahoma City,OK, 35.46756 , (97.51643)
315,Mohawk Industries,311," $9,491.00 ",6%, $971.60 ,4%," $12,095.00 "," $17,283.00 ",38800,Jeffrey S. Lorberbaum,Chairman &  Chief Executive Officer,Household Products,"Home Equipment, Furnishings",19,Calhoun,GA, 34.50259 , (84.95105)
316,Quanta Services,355," $9,467.00 ",24%, $315.00 ,59%," $6,480.00 "," $5,281.00 ",32800,Earl C. Austin Jr.,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",6,Houston,TX, 29.76043 , (95.36980)
317,Advance Auto Parts,292," $9,374.00 ",-2%, $475.50 ,4%," $8,482.00 "," $8,770.00 ",55500,Thomas R. Greco,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,16,Roanoke,VA, 37.27097 , (79.94143)
318,Owens & Minor,288," $9,318.00 ",-4%, $72.80 ,-33%," $3,376.00 ", $961.00 ,8600,P. Cody Phipps,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Health Care,24,Mechanicsville,VA, 37.60876 , (77.37331)
319,United Natural Foods,325," $9,275.00 ",10%, $130.20 ,4%," $2,887.00 "," $2,165.00 ",9700,Steven L. Spinner,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Food and Grocery,6,Providence,RI, 41.82399 , (71.41283)
320,Tenneco,322," $9,274.00 ",8%, $207.00 ,-42%," $4,842.00 "," $2,822.00 ",32000,Brian J. Kesseler,Chief Executive Officer &  Director,Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Lake Forest,IL, 42.25863 , (87.84063)
321,Conagra Brands,197," $9,235.00 ",-35%, $639.30 ,," $10,096.00 "," $14,776.00 ",12600,Sean M. Connolly,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,24,Chicago,IL, 41.87811 , (87.62980)
322,GameStop,321," $9,225.00 ",7%, $34.70 ,-90%," $5,042.00 "," $1,279.00 ",39500,Shane S. Kim,Interim Chief Executive Officer,Retailing,Specialty Retailers: Other,12,Grapevine,TX, 32.93429 , (97.07807)
323,Hormel Foods,295," $9,168.00 ",-4%, $846.70 ,-5%," $6,976.00 "," $18,174.00 ",20200,James P. Snee,"Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Food Consumer Products,24,Austin,MN, 43.66663 , (92.97464)
324,Hilton Worldwide Holdings,241," $9,140.00 ",-22%," $1,259.00 ",262%," $14,308.00 "," $24,957.00 ",163000,Christopher J. Nassetta,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",15,McLean,VA, 38.93387 , (77.17726)
325,Frontier Communications,313," $9,128.00 ",3%," $(1,804.00)",," $24,884.00 ", $582.00 ,22736,Daniel J. McCarthy,"President, Chief Executive Officer &  Director",Telecommunications,Telecommunications,5,Norwalk,CT, 41.11774 , (73.40816)
326,Fidelity National Information Services,301," $9,123.00 ",-1%," $1,319.00 ",132%," $24,517.00 "," $31,893.00 ",53000,Gary A. Norcross,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,9,Jacksonville,FL, 30.33218 , (81.65565)
327,Public Service Enterprise Group,306," $9,084.00 ",0%," $1,574.00 ",78%," $42,716.00 "," $25,359.00 ",12945,Ralph Izzo,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Newark,NJ, 40.73566 , (74.17237)
328,Boston Scientific,327," $9,048.00 ",8%, $104.00 ,-70%," $19,042.00 "," $37,688.00 ",29000,Michael F. Mahoney,"Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,15,Marlboro,MA, 42.34593 , (71.55229)
329,OReilly Automotive,323," $8,978.00 ",5%," $1,133.80 ",9%," $7,572.00 "," $20,607.00 ",60365,Gregory D. Johnson,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,9,Springfield,MO, 37.20896 , (93.29230)
330,Charles Schwab,357," $8,960.00 ",17%," $2,354.00 ",25%," $243,274.00 "," $70,313.00 ",17600,Walter W. Bettinger II,"President, Chief Executive Officer &  Director",Financials,Securities,20,SF,CA, 37.77493 , (122.41942)
331,Global Partners,334," $8,921.00 ",8%, $58.80 ,," $2,320.00 ", $522.00 ,2000,Eric Slifka,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,12,Waltham,MA, 42.37649 , (71.23561)
332,PVH,335," $8,915.00 ",9%, $537.80 ,-2%," $11,886.00 "," $11,649.00 ",28050,Emanuel Chirico,Chairman &  Chief Executive Officer,Apparel,Apparel,8,New York,NY, 40.71278 , (74.00597)
333,Avis Budget Group,319," $8,848.00 ",2%, $361.00 ,122%," $17,699.00 "," $3,792.00 ",26300,Larry D. De Shon,"President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",21,Parsippany-Troy Hills,NJ, 40.86529 , (74.41739)
334,Targa Resources,402," $8,815.00 ",32%, $54.00 ,," $14,389.00 "," $9,629.00 ",2130,Joe Bob Perkins,Chairman &  Chief Executive Officer,Energy,Pipelines,10,Houston,TX, 29.76043 , (95.36980)
335,Hertz Global Holdings,296," $8,803.00 ",-7%, $327.00 ,," $20,058.00 "," $1,662.00 ",37000,Kathryn V. Marinello,"President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",11,Estero,FL, 26.43814 , (81.80675)
336,Calpine,400," $8,752.00 ",30%, $(339.00),-469%," $16,453.00 ",,2290,John B. Hill III,"President, Chief Executive Officer &  Director",Energy,Energy,17,Houston,TX, 29.76043 , (95.36980)
337,Mutual of Omaha Insurance,342," $8,732.00 ",11%, $862.60 ,142%," $42,429.00 ",,5896,James T. Blackledge,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",22,Omaha,NE, 41.25654 , (95.93450)
338,Crown Holdings,333," $8,698.00 ",5%, $323.00 ,-35%," $10,663.00 "," $6,816.00 ",24342,Timothy J. Donahue,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",24,Philadelphia,PA, 39.95258 , (75.16522)
339,Peter Kiewit Sons,324," $8,678.00 ",1%, $371.00 ,-6%," $5,710.00 ",,22000,Bruce E. Grewcock,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",19,Omaha,NE, 41.25654 , (95.93450)
340,Dicks Sporting Goods,340," $8,591.00 ",8%, $323.40 ,13%," $4,204.00 "," $3,765.00 ",30300,Edward W. Stack,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,9,Coraopolis,PA, 40.51840 , (80.16672)
341,PulteGroup,353," $8,573.00 ",12%, $447.20 ,-26%," $9,687.00 "," $8,439.00 ",4810,Ryan R. Marshall,"President, Chief Executive Officer &  Director",Engineering &  Construction,Homebuilders,16,Atlanta,GA, 33.74900 , (84.38798)
342,Navistar International,337," $8,570.00 ",6%, $30.00 ,," $6,135.00 "," $3,451.00 ",11400,Troy A. Clarke,"Chairman, President &  Chief Executive Officer",Industrials,Construction and Farm Machinery,22,Lisle,IL, 41.80114 , (88.07479)
343,Thrivent Financial for Lutherans,316," $8,528.00 ",-3%, $558.40 ,-5%," $95,001.00 ",,3622,Bradford L. Hewitt,Chief Executive Officer &  Director,Financials,"Insurance: Life, Health (Mutual)",24,Minneapolis,MN, 44.97775 , (93.26501)
344,DCP Midstream,," $8,462.00 ",465%, $229.00 ,-27%," $13,878.00 "," $5,033.00 ",2650,Wouter T. van Kempen,"Chairman, President &  Chief Executive Officer",Energy,Pipelines,1,Denver,CO, 39.73924 , (104.99025)
345,Air Products & Chemicals,294," $8,442.00 ",-11%," $3,000.40 ",375%," $18,467.00 "," $34,818.00 ",15150,Seifi Ghasemi,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,24,Allentown,PA, 40.60229 , (75.47141)
346,Veritiv,331," $8,365.00 ",1%, $(13.30),-163%," $2,708.00 ", $617.00 ,8900,Mary A. Laschinger,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,3,Atlanta,GA, 33.74900 , (84.38798)
347,AGCO,370," $8,307.00 ",12%, $186.40 ,16%," $7,972.00 "," $5,157.00 ",20462,Martin H. Richenhagen,"Chairman, President &  Chief Executive Officer",Industrials,Construction and Farm Machinery,17,Duluth,GA, 34.00288 , (84.14464)
348,Genworth Financial,329," $8,295.00 ",-1%, $817.00 ,," $105,297.00 "," $1,413.00 ",3500,Thomas J. McInerney,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",13,Richmond,VA, 37.54072 , (77.43605)
349,Univar,338," $8,254.00 ",2%, $119.80 ,," $5,733.00 "," $3,920.00 ",8600,David C. Jukes,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,3,Downers Grove,IL, 41.80892 , (88.01117)
350,News Corp.,332," $8,139.00 ",-2%, $(738.00),-512%," $14,552.00 "," $9,272.00 ",26000,Robert J. Thomson,Chairman &  Chief Executive Officer,Media,"Publishing, Printing",4,New York,NY, 40.71278 , (74.00597)
351,SpartanNash,350," $8,128.00 ",5%, $(52.80),-193%," $2,056.00 ", $620.00 ,11950,David M. Staples,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Food and Grocery,8,Byron Center,MI, 42.81225 , (85.72281)
352,Westlake Chemical,507," $8,041.00 ",58%," $1,304.00 ",227%," $12,076.00 "," $14,385.00 ",8799,Albert Yuan Chao,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,1,Houston,TX, 29.76043 , (95.36980)
353,Williams,367," $8,031.00 ",7%," $2,174.00 ",," $46,352.00 "," $20,567.00 ",5425,Alan S. Armstrong,"President, Chief Executive Officer &  Director",Energy,Energy,24,Tulsa,OK, 36.15398 , (95.99278)
354,Lam Research,440," $8,014.00 ",36%," $1,697.80 ",86%," $12,123.00 "," $33,105.00 ",9400,Martin B. Anstice,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,3,Fremont,CA, 37.54827 , (121.98857)
355,Alaska Air Group,438," $7,933.00 ",34%," $1,034.00 ",27%," $10,740.00 "," $7,646.00 ",23156,Bradley D. Tilden,"Chairman, President &  Chief Executive Officer",Transportation,Airlines,5,Seattle,WA, 47.60621 , (122.33207)
356,Jones Lang LaSalle,391," $7,932.00 ",17%, $254.20 ,-20%," $8,015.00 "," $7,930.00 ",81900,Christian Ulbrich,"President, Chief Executive Officer &  Director",Financials,Real estate,4,Chicago,IL, 41.87811 , (87.62980)
357,Anixter International,359," $7,927.00 ",4%, $109.00 ,-10%," $4,252.00 "," $2,522.00 ",8900,Robert J. Eck,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,16,Glenview,IL, 42.06975 , (87.78784)
358,Campbell Soup,339," $7,890.00 ",-1%, $887.00 ,58%," $7,726.00 "," $13,021.00 ",18000,Denise M. Morrison,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,24,Camden,NJ, 39.92595 , (75.11962)
359,Interpublic Group,345," $7,882.00 ",1%, $579.00 ,-5%," $12,695.00 "," $8,854.00 ",50200,Michael I. Roth,Chairman &  Chief Executive Officer,Business Services,"Advertising, marketing",21,New York,NY, 40.71278 , (74.00597)
360,Dover,392," $7,830.00 ",15%, $811.70 ,60%," $10,658.00 "," $15,183.00 ",29000,Richard J. Tobin,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,24,Downers Grove,IL, 41.80892 , (88.01117)
361,Zimmer Biomet Holdings,352," $7,824.00 ",2%," $1,813.80 ",493%," $25,965.00 "," $22,151.00 ",18200,Bryan C. Hanson,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,3,Warsaw,IN, 41.23810 , (85.85305)
362,Dean Foods,351," $7,795.00 ",1%, $61.60 ,-49%," $2,504.00 ", $787.00 ,16000,Ralph P. Scozzafava,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,20,Dallas,TX, 32.77666 , (96.79699)
363,Foot Locker,348," $7,782.00 ",0%, $284.00 ,-57%," $3,961.00 "," $5,379.00 ",32175,Richard A. Johnson,"Chairman, President &  Chief Executive Officer",Retailing,Specialty Retailers: Apparel,24,New York,NY, 40.71278 , (74.00597)
364,Eversource Energy,358," $7,752.00 ",2%, $988.00 ,5%," $36,220.00 "," $18,671.00 ",8084,James J. Judge,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,23,Springfield,MA, 42.10148 , (72.58981)
365,Alliance Data Systems,378," $7,719.00 ",8%, $788.70 ,53%," $30,685.00 "," $11,806.00 ",20000,Edward J. Heffernan,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,4,Plano,TX, 33.01984 , (96.69889)
366,Fifth Third Bancorp,389," $7,713.00 ",12%," $2,194.00 ",40%," $142,193.00 "," $21,812.00 ",18125,Greg D. Carmichael,"Chairman, President &  Chief Executive Officer",Financials,Commercial Banks,19,Cincinnati,OH, 39.10312 , (84.51202)
367,Quest Diagnostics,366," $7,709.00 ",3%, $772.00 ,20%," $10,503.00 "," $13,619.00 ",45000,Stephen H. Rusckowski,"Chairman, President &  Chief Executive Officer",Health Care,Health Care: Pharmacy and Other Services,18,Secaucus,NJ, 40.78955 , (74.05653)
368,EMCOR Group,360," $7,688.00 ",2%, $227.20 ,25%," $3,966.00 "," $4,549.00 ",32000,Anthony J. Guzzi,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",18,Norwalk,CT, 41.11774 , (73.40816)
369,W.R. Berkley,354," $7,685.00 ",0%, $549.10 ,-9%," $24,300.00 "," $8,836.00 ",7722,W. Robert Berkley Jr.,"President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),15,Greenwich,CT, 41.02624 , (73.62820)
370,WESCO International,373," $7,679.00 ",5%, $163.50 ,61%," $4,736.00 "," $2,920.00 ",9100,John J. Engel,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Diversified,20,Pittsburgh,PA, 40.44062 , (79.99589)
371,Coty,558," $7,650.00 ",76%, $(422.20),-369%," $22,548.00 "," $13,723.00 ",22000,Camillo Pane,Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,1,New York,NY, 40.71278 , (74.00597)
372,WEC Energy Group,368," $7,649.00 ",2%," $1,203.70 ",28%," $31,591.00 "," $19,784.00 ",8129,Gale E. Klappa,Chairman &  Chief Executive Officer,Energy,Utilities: Gas and Electric,9,Milwaukee,WI, 43.03890 , (87.90647)
373,Masco,372," $7,644.00 ",4%, $533.00 ,9%," $5,488.00 "," $12,590.00 ",26000,Keith J. Allman,"President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",24,Livonia,MI, 42.36837 , (83.35271)
374,DXC Technology,," $7,607.00 ",7%, $(123.00),-149%," $8,663.00 "," $28,720.00 ",60000,J. Michael Lawrie,"Chairman, President &  Chief Executive Officer",Technology,Information Technology Services,1,Tysons,VA, 38.91872 , (77.23109)
375,Auto-Owners Insurance,398," $7,604.00 ",12%, $645.70 ,-9%," $23,694.00 ",,5227,Jeffrey S. Tagsold,Chief Executive Officer &  Director,Financials,Insurance: Property and Casualty (Mutual),16,Lansing,MI, 42.73254 , (84.55553)
376,Jones Financial (Edward Jones),403," $7,597.00 ",15%, $872.00 ,17%," $17,176.00 ",,45000,James D. Weddle,Chief Executive Officer &  Managing Partner,Financials,Securities,6,Des Peres,MO, 38.59722 , (90.44813)
377,Liberty Media,491," $7,594.00 ",44%," $1,354.00 ",99%," $41,996.00 "," $13,816.00 ",4393,Gregory B. Maffei,"President, Chief Executive Officer &  Director",Media,Entertainment,2,Englewood,CO, 39.64777 , (104.98776)
378,Erie Insurance Group,382," $7,535.00 ",7%, $857.50 ,16%," $20,670.00 ",,5260,Timothy G. NeCastro,Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),15,Erie,PA, 42.12922 , (80.08506)
379,Hershey,369," $7,515.00 ",1%, $783.00 ,9%," $5,554.00 "," $20,774.00 ",16135,Michele G. Buck,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,24,Hershey,PA, 40.28592 , (76.65025)
380,PPL,365," $7,447.00 ",-1%," $1,128.00 ",-41%," $41,479.00 "," $19,635.00 ",12512,William H. Spence,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Allentown,PA, 40.60229 , (75.47141)
381,Huntington Ingalls Industries,380," $7,441.00 ",5%, $479.00 ,-16%," $6,374.00 "," $11,539.00 ",38000,C. Michael Petters,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,6,Newport News,VA, 37.08708 , (76.47301)
382,Mosaic,377," $7,409.00 ",3%, $(107.20),-136%," $18,633.00 "," $9,358.00 ",8500,James C. O'Rourke,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,13,Plymouth,MN, 45.01052 , (93.45551)
383,J.M. Smucker,346," $7,392.00 ",-5%, $592.30 ,-14%," $15,640.00 "," $14,087.00 ",7140,Mark T. Smucker,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,8,Orrville,OH, 40.84367 , (81.76402)
384,Delek US Holdings,480," $7,350.00 ",36%, $288.80 ,," $5,935.00 "," $3,416.00 ",3941,Ezra Uzi Yemin,"Chairman, President &  Chief Executive Officer",Energy,Petroleum Refining,4,Brentwood,TN, 36.03312 , (86.78278)
385,Newmont Mining,328," $7,348.00 ",-12%, $(98.00),," $20,563.00 "," $20,853.00 ",12569,Gary J. Goldberg,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",15,Greenwood Village,CO, 39.61721 , (104.95081)
386,Constellation Brands,408," $7,332.00 ",12%," $1,535.10 ",46%," $18,602.00 "," $44,379.00 ",8700,Robert S. Sands,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Beverages,6,Victor,NY, 42.98256 , (77.40888)
387,Ryder System,394," $7,330.00 ",8%, $790.60 ,201%," $11,452.00 "," $3,867.00 ",36100,Robert E. Sanchez,"Chairman, President &  Chief Executive Officer",Transportation,"Trucking, Truck Leasing",24,Miami,FL, 25.76168 , (80.19179)
388,National Oilwell Varco,375," $7,304.00 ",1%, $(237.00),," $20,206.00 "," $13,993.00 ",31605,Clay C. Williams,"Chairman, President &  Chief Executive Officer",Energy,"Oil and Gas Equipment, Services",13,Houston,TX, 29.76043 , (95.36980)
389,Adobe Systems,443," $7,302.00 ",25%," $1,694.00 ",45%," $14,536.00 "," $106,413.00 ",17973,Shantanu Narayen,"Chairman, President &  Chief Executive Officer",Technology,Computer Software,2,San Jose,CA, 37.33821 , (121.88633)
390,LifePoint Health,374," $7,263.00 ",0%, $102.40 ,-16%," $6,286.00 "," $1,832.00 ",42000,William F. Carpenter III,Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,4,Brentwood,TN, 36.03312 , (86.78278)
391,Tractor Supply,396," $7,256.00 ",7%, $422.60 ,-3%," $2,869.00 "," $7,807.00 ",21000,Gregory A. Sandfort,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,5,Brentwood,TN, 36.03312 , (86.78278)
392,Thor Industries,540," $7,247.00 ",58%, $374.30 ,46%," $2,558.00 "," $6,069.00 ",17800,Robert W. Martin,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,1,Elkhart,IN, 41.68199 , (85.97667)
393,Dana,447," $7,209.00 ",24%, $111.00 ,-83%," $5,644.00 "," $3,741.00 ",30100,James K. Kamsickas,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Maumee,OH, 41.56283 , (83.65382)
394,Weyerhaeuser,341," $7,196.00 ",-9%, $582.00 ,-43%," $18,059.00 "," $26,463.00 ",9300,Doyle R. Simons,"President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,24,Seattle,WA, 47.60621 , (122.33207)
